cause	effect	linear	quad
GDH2	ARO3	-1.51970571525e-5	0
GDH2	ARO4	-3.01682755643e-5	0
GDH2	ARO9	-5.24737820631e-7	0
GDH2	ASH1	0	-3.23588823745e-8
GDH2	ASN2	3.14529850859e-5	0
GDH2	ASP3-1	0	-1.31360321901e-4
GDH2	ASP3-2	0	-1.10056038068e-4
GDH2	ASP3-3	0	-1.49637581681e-4
GDH2	ASP3-4	0	-1.3209269539e-4
GDH2	ATF2	-1.49335153249e-6	0
GDH2	ATG17	1.40038640258e-6	0
GDH2	ATG18	-1.09959208884e-5	0
GDH2	ATG19	3.63466403011e-5	0
GDH2	ATG23	-3.94182544068e-6	0
GDH2	ATG27	-2.63026052462e-6	-3.31910662452e-6
GDH2	ATG31	8.61378150992e-6	0
GDH2	ATG32	0	-4.9966544015e-6
GDH2	ATG41	2.31358992039e-5	0
GDH2	ATG5	2.04855895388e-4	0
GDH2	ATG7	-3.12737398003e-6	0
GDH2	ATG8	2.47471578251e-5	0
GDH2	ATO2	3.72662613129e-6	0
GDH2	ATO3	-2.31412189237e-6	0
GDH2	ATP11	0	-2.20351367211e-5
GDH2	ATP15	3.53765357502e-6	0
GDH2	ATP17	-8.70870996202e-7	0
GDH2	ATP2	0	-7.77476093371e-8
GDH2	ATP3	-9.31430255542e-7	-7.4254247926e-7
GDH2	ATP4	-9.5709251511799992e-06	-6.91271047949e-6
GDH2	ATP7	-2.01665921153e-5	0
GDH2	ATR1	-1.0337208957e-5	0
GDH2	ATX2	1.98868583363e-7	0
GDH2	AVT1	0	-2.70586561027e-5
GDH2	AVT4	0	-5.82555922359e-6
GDH2	AVT5	6.76247320317e-6	0
GDH2	AVT7	0	-1.96600541947e-5
GDH2	AYR1	5.68040218515e-7	0
GDH2	AYT1	2.91120803862e-5	0
GDH2	BAP2	2.32300477591e-6	0
GDH2	BAT1	3.49815408017e-5	0
GDH2	BBP1	3.80380022552e-6	0
GDH2	BDF1	1.50279071551e-5	0
GDH2	BDF2	3.08199780597e-5	0
GDH2	BDH1	-1.91017687544e-6	-2.163137628e-5
GDH2	BDS1	-4.89247410403e-6	0
GDH2	BIG1	1.31192291324e-4	0
GDH2	BIL1	1.63926484955e-5	0
GDH2	BIO2	1.70777277035e-4	0
GDH2	BIO3	5.71008522536e-4	0
GDH2	BIO4	3.34255654128e-4	0
GDH2	BIO5	4.97090858854e-4	0
GDH2	BMH1	1.20962119466e-5	0
GDH2	BNA1	-5.25044660416e-5	0
GDH2	BNA2	3.26279304377e-5	0
GDH2	BNA3	0	-1.06398064397e-4
GDH2	BNA4	-3.21920385609e-6	0
GDH2	BSC6	0	-2.81103374639e-6
GDH2	BTN2	1.8967506152e-4	0
GDH2	BUD13	0	-5.90939552593e-6
GDH2	BUD16	0	-1.70611034823e-5
GDH2	BUD17	0	-7.56376161312e-6
GDH2	BUD20	2.40081031494e-6	0
GDH2	BUD8	0	-3.21977859696e-5
GDH2	BUL1	7.38766007079e-6	0
GDH2	BUR6	2.79275381606e-5	0
GDH2	CAD1	2.356139376e-5	0
GDH2	CAF16	6.54947401353e-7	0
GDH2	CAN1	2.40308758049e-6	0
GDH2	CAT2	-2.92562673997e-5	0
GDH2	CBF1	-1.31393077245e-5	0
GDH2	CBS1	-1.05939644516e-4	0
GDH2	CCC2	-2.28402022334e-6	0
GDH2	CCW14	8.92157094727e-7	0
GDH2	CDC10	-6.51232071507e-7	-2.56039828433e-5
GDH2	CDC45	-2.12249017673e-7	0
GDH2	CDC48	4.31312126595e-5	0
GDH2	CDC5	3.60752421185e-6	0
GDH2	CDD1	0	-6.33325033801e-6
GDH2	CDS1	-4.48455239594e-6	0
GDH2	CET1	-1.48334348889e-5	-1.92800825032e-6
GDH2	CHA1	0.003811548884	0
GDH2	CHO1	-5.08136886683e-6	0
GDH2	CHS1	2.32029634882e-4	0
GDH2	CHS2	6.02441789945e-5	0
GDH2	CHS6	-5.640978763e-6	-7.62886754717e-6
GDH2	CIN5	-1.73623049766e-5	0
GDH2	CIP1	2.19545437148e-6	0
GDH2	CIT1	0	-3.57823742675e-7
GDH2	CIT2	1.69088713781e-5	0
GDH2	CLB1	-4.7431014968e-6	0
GDH2	CLB5	6.15846157853e-7	0
GDH2	CLN1	1.7261118957e-5	0
GDH2	CMP2	1.3117966752e-5	0
GDH2	CMR2	2.92559380813e-5	0
GDH2	CNN1	2.76148544771e-5	0
GDH2	COA4	2.24092820059e-5	0
GDH2	COR1	1.38494957291e-5	0
GDH2	COS12	2.75306417543e-5	0
GDH2	COS2	5.32450459097e-5	0
GDH2	COS3	5.70613534227e-5	0
GDH2	COS4	4.18885108734e-5	0
GDH2	COT1	-4.95100969767e-6	0
GDH2	COX17	6.98830413609e-7	0
GDH2	COX19	2.19617452854e-6	0
GDH2	COX20	2.21793190753e-5	0
GDH2	COX23	-6.86933794429e-7	0
GDH2	COX4	-2.02394572291e-5	-4.39269074096e-6
GDH2	COX6	1.91235086232e-6	0
GDH2	COX8	-3.26627861366e-6	0
GDH2	CPA2	-1.03209358836e-4	0
GDH2	CPR1	2.040676919e-5	0
GDH2	CPR2	1.02113739408e-5	0
GDH2	CPR6	1.78635685034e-5	0
GDH2	CPR7	0	-4.66298420919e-5
GDH2	CPR8	4.84814086749e-6	0
GDH2	CPS1	0	-4.17443813721e-5
GDH2	CPT1	1.85364549249e-6	0
GDH2	CRG1	3.51326493185e-4	0
GDH2	CRP1	-2.56644106935e-6	-2.44005854646e-6
GDH2	CSE2	6.20371508676e-5	0
GDH2	CSE4	1.61019774568e-5	0
GDH2	CSG2	1.01307686115e-5	0
GDH2	CSM1	7.94914674652e-4	0
GDH2	CSN9	4.5807137071e-5	0
GDH2	CSS3	3.42378767406e-7	0
GDH2	CTA1	4.21269977739e-5	0
GDH2	CTL1	5.21387172401e-6	0
GDH2	CTP1	3.44605136564e-5	0
GDH2	CTR1	4.44173446277e-6	0
GDH2	CTR3	8.96384989685e-6	0
GDH2	CTS2	5.81794462907e-5	0
GDH2	CTT1	5.69549570673e-6	0
GDH2	CUS1	-4.21060702951e-6	-2.80274005664e-6
GDH2	CWP1	1.53962658763e-5	0
GDH2	CYB2	1.89000441996e-5	0
GDH2	CYC1	-2.67371546323e-5	0
GDH2	CYC3	2.98917914553e-5	0
GDH2	CYC7	3.2827858476e-5	0
GDH2	CYK3	3.49792126081e-5	0
GDH2	CYS3	-4.86619333528e-6	0
GDH2	CYS4	-6.28304074697e-5	-3.6563655647e-5
GDH2	CYT1	1.00276273025e-5	0
GDH2	CYT2	1.07128970961e-5	0
GDH2	DAD3	-6.79857741315e-7	0
GDH2	DAL1	0	-2.45398471111e-6
GDH2	DAL2	-6.11474629532e-5	-3.70188148038e-4
GDH2	DAL3	0	-2.64855392368e-4
GDH2	DAL4	0	-3.45633519793e-5
GDH2	DAL7	0	-3.26242249523e-4
GDH2	DAL80	0	-3.1681993865e-4
GDH2	DAP1	1.44331015632e-5	0
GDH2	DAP2	0	-1.62954962852e-5
GDH2	DBF2	6.04873746295e-5	0
GDH2	DBP7	7.57600229679e-6	0
GDH2	DCG1	0	-1.37699078966e-4
GDH2	DCS2	6.62370938705e-6	0
GDH2	DDI1	4.33375341129e-5	0
GDH2	DDR2	3.6717906904e-6	0
GDH2	DDR48	5.80752414836e-6	0
GDH2	DED81	0	-7.23525332144e-5
GDH2	DFG5	5.04103864729e-5	0
GDH2	DIA1	-4.35730146332e-5	-3.00471606712e-5
GDH2	DLD1	3.79850923659e-5	0
GDH2	DML1	-2.56451386299e-5	0
GDH2	DNL4	1.95151108909e-5	0
GDH2	DPH5	2.22778877886e-6	0
GDH2	DPL1	1.10501036005e-5	0
GDH2	DRS2	3.77593599519e-6	0
GDH2	DSD1	9.96904789196e-4	0
GDH2	DSE1	1.07300108978e-5	0
GDH2	DSE4	4.28170815021e-6	0
GDH2	DSN1	-6.23052508475e-6	-1.27405387208e-5
GDH2	DUR1,2	0	-6.6105315088e-4
GDH2	DUR3	-0.00112178125896	-5.00246901907e-4
GDH2	DUT1	1.21050003701e-5	0
GDH2	DYN2	2.36662314498e-4	0
GDH2	ECL1	2.38897162478e-5	0
GDH2	ECM10	4.97786405851e-5	0
GDH2	ECM13	4.31174667344e-8	0
GDH2	ECM22	1.33734716255e-5	0
GDH2	ECM29	7.7338640984e-5	0
GDH2	ECM32	0	-5.58074289543e-5
GDH2	ECM38	6.04903351059e-5	0
GDH2	ECM4	4.75615836413e-6	0
GDH2	ECO1	1.79836793026e-5	0
GDH2	EFG1	4.78725419566e-6	0
GDH2	EFM6	2.24248865317e-5	0
GDH2	EGD1	1.74181435622e-6	0
GDH2	EGO4	7.63850588609e-6	0
GDH2	EGT2	1.06690715971e-5	0
GDH2	EKI1	0	-7.58908868285e-6
GDH2	ELO1	1.40484722351e-6	0
GDH2	EMI1	8.29918846198e-6	0
GDH2	EMI2	2.44388298761e-5	0
GDH2	ENA1	2.84238575458e-5	0
GDH2	ENA2	6.12645711186e-5	0
GDH2	ENA5	8.138297221e-6	0
GDH2	ENB1	1.9443769015e-5	0
GDH2	ENO1	1.81065088761e-5	0
GDH2	EPO1	1.99048551114e-5	0
GDH2	ERG13	1.43264375734e-5	0
GDH2	ERG2	-5.01160773209e-6	0
GDH2	ERG25	2.10906854841e-5	0
GDH2	ERG26	9.2702430876e-5	0
GDH2	ERG27	1.47608322865e-5	0
GDH2	ERG28	6.65434860003e-6	0
GDH2	ERG29	1.10143372955e-5	0
GDH2	ERG3	3.19066439372e-6	0
GDH2	ERG4	3.73139269721e-6	0
GDH2	ERP2	2.31576284808e-6	0
GDH2	ERP3	3.49083353664e-6	0
GDH2	ERR2	4.32157265103e-7	0
GDH2	ESBP6	0	-1.59771358771e-5
GDH2	ESP1	3.5462082298e-6	0
GDH2	EUG1	2.55038649127e-5	0
GDH2	EXG1	-2.55434906905e-7	0
GDH2	EXO1	1.54595541417e-5	0
GDH2	FAA4	6.04799905137e-6	0
GDH2	FAL1	2.07686221706e-4	0
GDH2	FAR1	4.91056844278e-6	0
GDH2	FAS2	3.88603531017e-5	0
GDH2	FBA1	1.84626375651e-5	0
GDH2	FCY21	0.00199915529356	0
GDH2	FCY22	1.75782579726e-4	0
GDH2	FEN2	2.32138541466e-6	0
GDH2	FET3	-4.41291501198e-8	0
GDH2	FET4	3.30708433428e-5	0
GDH2	FHN1	-9.02454264203e-6	0
GDH2	FIG2	7.87831838773e-6	0
GDH2	FIS1	1.77006024507e-5	0
GDH2	FIT2	5.35848755723e-6	0
GDH2	FIT3	7.76573289924e-6	0
GDH2	FLC1	1.10649065741e-5	0
GDH2	FLC2	2.99939691413e-5	0
GDH2	FLO1	4.86999332401e-5	0
GDH2	FLO11	1.9358547539e-5	0
GDH2	FLO5	-2.71942849377e-6	0
GDH2	FMO1	7.36366338298e-5	0
GDH2	FMP16	1.3906817258e-5	0
GDH2	FMP23	1.35302883154e-5	0
GDH2	FMP41	0	-2.37373381291e-5
GDH2	FMP46	1.96965464282e-5	0
GDH2	FMP48	-5.10756024119e-6	0
GDH2	FMT1	8.30847367959e-6	0
GDH2	FOX2	-1.29691651394e-5	0
GDH2	FPK1	-1.25671263736e-5	0
GDH2	FPR1	1.88838276709e-5	0
GDH2	FRE1	1.5274132592e-5	0
GDH2	FRE2	1.60742345801e-5	0
GDH2	FRE3	0	-6.45524256021e-6
GDH2	FRE5	4.52583839775e-7	0
GDH2	FRK1	4.4911491334e-6	0
GDH2	FSH1	2.75516180416e-5	0
GDH2	FSH2	-7.80273573238e-6	0
GDH2	FTR1	-6.11989762095e-7	0
GDH2	FUI1	-2.95770449152e-6	-1.23386666702e-7
GDH2	FUM1	-1.45011846044e-5	-2.33981659218e-6
GDH2	FUN14	1.52652478734e-5	0
GDH2	FUR4	0	-6.78415226535e-5
GDH2	FUS1	6.63100887907e-6	0
GDH2	FYV6	3.0461519699e-6	0
GDH2	GAA1	2.68367611591e-6	0
GDH2	GAD1	1.45113775221e-5	0
GDH2	GAL1	-1.87662445381e-4	0
GDH2	GAP1	0	-4.35709982285e-4
GDH2	GAS3	0	-1.58957058526e-5
GDH2	GBP2	-1.66850350746e-6	0
GDH2	GCN2	2.06508952299e-5	0
GDH2	GCR1	1.96477170408e-5	0
GDH2	GCV1	1.31064899798e-5	0
GDH2	GCV2	-2.59527506306e-5	0
GDH2	GCV3	4.01116605985e-6	0
GDH2	GCY1	4.498797143e-9	0
GDH2	GDE1	7.77248484396e-6	0
GDH2	GDH1	0	-3.81433904978e-4
GDH2	GEA1	0	-1.71037353246e-5
GDH2	GFD2	3.02325378491e-6	0
GDH2	GGA2	0	-3.4799047119e-5
GDH2	GIC1	-1.74422785591e-6	0
GDH2	GIC2	-1.11195964762e-5	-1.31124587364e-5
GDH2	GIP2	2.51973870126e-5	0
GDH2	GIS1	1.26699712882e-5	0
GDH2	GIS2	3.70511211714e-6	0
GDH2	GLC3	1.36260261344e-5	0
GDH2	GLE2	4.96313395861e-5	0
GDH2	GLG1	2.56854576134e-5	0
GDH2	GLK1	1.53103905588e-5	0
GDH2	GLT1	0	-2.08597222822e-4
GDH2	GLY1	2.72269074854e-5	0
GDH2	GNA1	2.97223655484e-6	0
GDH2	GND1	1.82122494816e-5	0
GDH2	GNP1	-5.39249668387e-5	0
GDH2	GOR1	-1.19961863775e-4	-2.18984857851e-5
GDH2	GPD1	2.98981392508e-5	0
GDH2	GPG1	3.50398041304e-5	0
GDH2	GPI10	4.55221690642e-6	0
GDH2	GPI11	2.17759189252e-8	0
GDH2	GPI13	1.87269544218e-5	0
GDH2	GPM1	3.99851346281e-6	0
GDH2	GPP1	7.36179481998e-6	0
GDH2	GPP2	1.30219838864e-5	0
GDH2	GPX1	9.06528518285e-6	0
GDH2	GPX2	-6.31181366244e-8	0
GDH2	GRE2	-1.7208175342e-5	0
GDH2	GRX1	1.81284785725e-4	0
GDH2	GRX3	-1.4008241584e-5	0
GDH2	GRX4	0	-4.32891921387e-5
GDH2	GRX6	3.72748093589e-5	0
GDH2	GRX8	2.70764162094e-6	0
GDH2	GSC2	6.93687425701e-5	0
GDH2	GSH1	-4.29601187883e-6	0
GDH2	GSM1	6.22244707795e-4	0
GDH2	GSY1	3.28994914841e-5	0
GDH2	GSY2	1.64143001928e-6	0
GDH2	GTO1	0	-1.7722633359e-4
GDH2	GUD1	0	-1.98617917232e-4
GDH2	GUK1	-6.14490565309e-6	0
GDH2	GUP2	-4.92056128821e-6	0
GDH2	GUS1	0	-8.2292362414e-6
GDH2	GUT2	1.33808802378e-5	0
GDH2	GYP7	2.93711856364e-5	0
GDH2	GYP8	-7.80340854477e-6	0
GDH2	GZF3	0	-3.05671483581e-5
GDH2	HAL5	3.15707000704e-5	0
GDH2	HAP4	-4.52212009768e-6	0
GDH2	HBN1	2.13060420793e-6	0
GDH2	HBT1	2.9597672285e-7	0
GDH2	HEF3	-1.25507869285e-6	0
GDH2	HEM1	2.80564892983e-5	0
GDH2	HEM13	-5.471598867e-6	0
GDH2	HES1	4.72323897904e-6	0
GDH2	HFA1	1.71120385578e-5	0
GDH2	HFM1	-6.80238194185e-6	0
GDH2	HHF1	-2.08964805935e-5	0
GDH2	HHF2	-1.59197854552e-5	0
GDH2	HHY1	3.61196288593e-6	0
GDH2	HIP1	1.18298007736e-5	0
GDH2	HIS3	-7.20145058589e-5	-9.89019902237e-6
GDH2	HIS4	-4.25612975848e-5	0
GDH2	HIS5	-1.3539134138e-5	0
GDH2	HIS6	9.57871986453e-7	0
GDH2	HLR1	1.77307119439e-5	0
GDH2	HMS1	-7.75407989398e-6	0
GDH2	HMT1	1.22205174487e-5	0
GDH2	HNM1	0	-3.91575096653e-5
GDH2	HO	-3.55867695454e-6	0
GDH2	HOM2	-4.83571547145e-5	0
GDH2	HOM6	1.06009719643e-5	0
GDH2	HOS3	0	-1.19192723828e-5
GDH2	HPF1	2.45395447097e-5	0
GDH2	HSP12	-3.46333207916e-6	0
GDH2	HSP26	-1.00330065842e-5	0
GDH2	HST2	1.41078955186e-5	0
GDH2	HST4	1.51237203153e-5	0
GDH2	HTA2	-1.87588219231e-5	0
GDH2	HTB1	-1.87880065354e-5	0
GDH2	HTB2	-2.05446202059e-5	0
GDH2	HTS1	0	-7.82328376367e-6
GDH2	HUA2	1.25803090969e-5	0
GDH2	HUG1	-3.12125970687e-6	0
GDH2	HUT1	-3.32019641817e-7	0
GDH2	HXK1	2.57384719957e-5	0
GDH2	HXK2	6.28691417698e-6	0
GDH2	HXT2	-9.15405291147e-7	0
GDH2	HXT4	-5.20006710369e-6	0
GDH2	HXT6	5.47569304957e-6	0
GDH2	HXT7	4.77944918488e-6	0
GDH2	HXT8	8.32416762848e-6	0
GDH2	HYP2	2.72715244744e-5	0
GDH2	ICL2	9.35545894694e-5	0
GDH2	ICY1	3.27856843475e-6	0
GDH2	IDH1	-2.62163091491e-5	0
GDH2	IDH2	-7.97934772238e-6	0
GDH2	IDP1	0	-7.48286055335e-5
GDH2	IDP2	-2.65838489866e-5	-3.83383750029e-6
GDH2	IDS2	1.04080499806e-4	0
GDH2	ILV2	-1.63263956012e-7	0
GDH2	ILV5	1.13829500651e-5	0
GDH2	ILV6	0	-1.4307534598e-5
GDH2	IMA5	5.11761243123e-6	0
GDH2	IMD1	1.03785686379e-6	0
GDH2	IMD2	7.43836943256e-6	0
GDH2	IMD4	1.11895964766e-5	0
GDH2	IME1	2.36772778497e-4	0
GDH2	IMG1	2.16363661241e-5	0
GDH2	IML3	-2.21661635129e-6	0
GDH2	INA1	3.3498349699e-6	0
GDH2	INA22	0	-1.45081467345e-5
GDH2	INH1	-1.6087234815e-5	0
GDH2	INO1	-4.38403114131e-5	0
GDH2	INO2	0	-1.20699209331e-5
GDH2	INP1	0	-2.45263694426e-5
GDH2	IRC7	0	-5.9222839363e-5
GDH2	IRC8	5.65980054486e-6	0
GDH2	ISC10	1.19853149572e-5	0
GDH2	ITC1	2.04389120042e-5	0
GDH2	ITR1	1.48939336786e-5	0
GDH2	ITR2	4.00065362283e-6	0
GDH2	IZH1	3.02035818984e-5	0
GDH2	IZH4	1.22447431357e-5	0
GDH2	JEM1	8.36943152504e-6	0
GDH2	JJJ3	1.66065451617e-4	0
GDH2	KAR2	1.26789949504e-5	0
GDH2	KAR3	0	-1.19860481596e-6
GDH2	KCC4	2.90338940645e-5	0
GDH2	KEL2	5.02799368371e-6	0
GDH2	KEL3	2.64101158694e-6	0
GDH2	KHA1	0	-5.57357600021e-5
GDH2	KIC1	8.50809764606e-5	0
GDH2	KIP2	0	-1.8583418378e-5
GDH2	KNH1	-1.66230084351e-5	-9.31115409287e-7
GDH2	KOG1	1.48971022207e-5	0
GDH2	KRE1	2.56703864333e-6	0
GDH2	LAM4	3.14638789602e-7	0
GDH2	LAP3	4.35578039746e-4	0
GDH2	LCB3	4.075551853e-6	0
GDH2	LCB5	-3.01896160421e-6	0
GDH2	LDB18	1.92521389134e-5	0
GDH2	LEA1	0	-3.97738220044e-5
GDH2	LEE1	0	-5.97261359256e-5
GDH2	LEU1	1.44089431085e-5	0
GDH2	LEU2	1.16787055743e-6	0
GDH2	LEU9	-4.27616315014e-6	-1.26496405526e-7
GDH2	LIP5	0	-6.26773607083e-6
GDH2	LOH1	4.62010212299e-6	0
GDH2	LPL1	0	-9.0315029243e-6
GDH2	LPX1	-3.04821395009e-6	0
GDH2	LRG1	0	-5.65038743822e-5
GDH2	LSB1	-2.03102278376e-6	0
GDH2	LSC1	1.54454131193e-6	0
GDH2	LTE1	9.8462894157900008e-06	0
GDH2	LYP1	2.06496114566e-5	0
GDH2	LYS1	-2.86067223895e-6	0
GDH2	LYS12	1.05945866364e-5	0
GDH2	LYS2	-6.36208535505e-6	0
GDH2	LYS20	2.53792470668e-5	0
GDH2	LYS21	-1.76560154274e-7	0
GDH2	LYS4	1.23568421906e-6	0
GDH2	LYS9	8.0867175406e-6	0
GDH2	MAD3	-4.00307768966e-6	-1.89772913827e-8
GDH2	MAG1	1.37261998136e-5	0
GDH2	MAL31	1.3696345087e-5	0
GDH2	MAL33	7.87910766336e-5	0
GDH2	MBA1	1.2622551571e-5	0
GDH2	MCA1	5.36460666462e-5	0
GDH2	MCH1	2.60248958807e-5	0
GDH2	MCH4	0	-8.56465506607e-5
GDH2	MCR1	1.4745347837e-5	0
GDH2	MDH1	-1.82182369849e-5	0
GDH2	MDH2	6.96140314614e-5	0
GDH2	MDH3	8.52767110769e-6	0
GDH2	MDJ1	1.17049654414e-5	0
GDH2	MDV1	-1.01787515643e-6	-3.06670239923e-7
GDH2	MDY2	-1.92937096447e-5	0
GDH2	MEC3	-1.33722300718e-6	-4.34944618e-7
GDH2	MEF2	3.979756789e-4	0
GDH2	MEP1	0	-1.52601339892e-4
GDH2	MEP3	-1.09741636161e-4	0
GDH2	MET1	2.98709739517e-6	0
GDH2	MET10	-1.01444800603e-5	0
GDH2	MET12	0	-5.30406057983e-5
GDH2	MET17	-9.48957012681e-6	0
GDH2	MET22	5.36351168643e-5	0
GDH2	MET3	-8.82203505246e-6	0
GDH2	MET30	0	-5.8533630823e-5
GDH2	MET32	-7.4455013966e-5	0
GDH2	MET5	1.18940231269e-8	0
GDH2	MF(ALPHA)1	2.8482792204e-5	0
GDH2	MHT1	-3.43263746436e-5	0
GDH2	MIC10	1.83689729506e-5	0
GDH2	MIC27	0	-3.17564280461e-5
GDH2	MIC60	-9.35788004142e-6	0
GDH2	MIM1	1.48853254915e-5	0
GDH2	MIP6	0	-2.70439281702e-5
GDH2	MIR1	4.2703529869e-6	0
GDH2	MKK1	0	-1.88365542313e-5
GDH2	MMF1	3.16845308658e-5	0
GDH2	MMR1	1.73079069282e-5	0
GDH2	MNE1	1.02895720545e-5	0
GDH2	MNN4	-3.56436915467e-5	0
GDH2	MNT4	5.47248346745e-4	0
GDH2	MOD5	8.21398188766e-5	0
GDH2	MOH1	1.43227250262e-4	0
GDH2	MOT1	1.63987979205e-5	0
GDH2	MPC2	-2.56816255966e-6	0
GDH2	MPP6	1.61131434584e-5	0
GDH2	MRH1	1.48078778344e-5	0
GDH2	MRK1	-3.74282794847e-5	0
GDH2	MRPL19	5.96360174911e-6	0
GDH2	MRPL38	1.03165227487e-5	0
GDH2	MRX4	4.01941623738e-5	0
GDH2	MRX5	1.36308465811e-4	0
GDH2	MSA2	7.47791405621e-6	0
GDH2	MSC1	9.33638407884e-7	0
GDH2	MSH6	2.59873075967e-6	0
GDH2	MSI1	4.29715412415e-6	0
GDH2	MSK1	2.99639355653e-6	0
GDH2	MSN4	1.99218212379e-5	0
GDH2	MTC6	5.36810653716e-7	0
GDH2	MTD1	5.61139167324e-7	0
GDH2	MTL1	-5.7415111085e-6	0
GDH2	MTQ1	-3.55130442846e-6	0
GDH2	MUP1	-1.28312735787e-6	0
GDH2	MVB12	-5.21530521229e-6	0
GDH2	MXR1	-3.24553078646e-5	0
GDH2	NAM8	1.99570273843e-7	0
GDH2	NCE102	-1.89728195316e-6	0
GDH2	NCW2	3.17045347377e-4	0
GDH2	NDE1	-1.21661619741e-5	0
GDH2	NDE2	1.17387159506e-5	0
GDH2	NDI1	2.08708155432e-5	0
GDH2	NEL1	-1.43196490921e-5	-4.01304695079e-8
GDH2	NFS1	0	-1.14057541389e-5
GDH2	NHP6A	-8.89763110052e-7	0
GDH2	NHP6B	9.56393431446e-6	0
GDH2	NIS1	2.87401504799e-7	0
GDH2	NIT1	0	-6.32261214264e-5
GDH2	NIT3	2.49521572388e-4	0
GDH2	NNF1	-6.67115683172e-7	0
GDH2	NNK1	6.27536327556e-5	0
GDH2	NNT1	5.35194464557e-6	0
GDH2	NOP53	4.43861545414e-6	0
GDH2	NPA3	-3.36071887472e-6	0
GDH2	NPP2	1.02060581648e-5	0
GDH2	NPR1	0	-5.61825916634e-5
GDH2	NPR2	0	-6.82567899348e-5
GDH2	NRM1	-4.89079994557e-5	-1.17929400346e-7
GDH2	NRT1	1.59789344934e-5	0
GDH2	NSG2	0	-1.15831020978e-5
GDH2	NSR1	6.02924326111e-6	0
GDH2	NTE1	1.20968788793e-5	0
GDH2	NTH2	1.62494649109e-5	0
GDH2	NUC1	3.74784864594e-6	0
GDH2	NVJ1	4.00322784389e-5	0
GDH2	OCH1	1.30247122206e-5	0
GDH2	ODC1	2.33844046315e-5	0
GDH2	ODC2	-6.1970382059e-5	0
GDH2	OKP1	-2.31558238671e-7	0
GDH2	OM14	1.83603487273e-5	0
GDH2	OM45	9.66493779853e-6	0
GDH2	OMS1	1.08394891412e-5	0
GDH2	OPI3	1.8369854333e-5	0
GDH2	OPT1	0	-2.00090344448e-4
GDH2	ORC5	7.28557209927e-6	0
GDH2	ORM1	8.62513959849e-7	0
GDH2	ORM2	2.84704840905e-6	0
GDH2	ORT1	0	-2.77809796064e-5
GDH2	OSM1	1.74227275595e-5	0
GDH2	OST3	1.936400267e-5	0
GDH2	OSW2	2.81548482619e-4	0
GDH2	OTU1	3.75228378665e-6	0
GDH2	OYE2	1.57861197947e-5	0
GDH2	OYE3	-3.74839759316e-5	-3.21227153146e-6
GDH2	PAM18	1.13926159158e-5	0
GDH2	PAR32	8.00545676364e-5	0
GDH2	PAU17	3.5435055703e-5	0
GDH2	PBI1	6.07830068856e-5	0
GDH2	PBY1	8.34263104861e-7	0
GDH2	PCD1	3.18452483017e-6	0
GDH2	PCI8	0	-1.52854365762e-5
GDH2	PCL5	-1.41024091015e-4	0
GDH2	PCL9	-1.01866903151e-6	0
GDH2	PDB1	-5.33699068505e-6	-3.28930458865e-6
GDH2	PDC5	2.51824104438e-5	0
GDH2	PDC6	0.00102385138242	0
GDH2	PDH1	2.53960863787e-5	0
GDH2	PDR10	1.15492531035e-6	0
GDH2	PDR12	4.98490295466e-6	0
GDH2	PDR15	1.15937907844e-5	0
GDH2	PDR16	-3.53736686058e-6	0
GDH2	PDR8	7.06025760718e-7	0
GDH2	PDS1	-1.3355204689e-5	-2.51933258977e-7
GDH2	PDX3	-3.39458981196e-7	0
GDH2	PEP12	1.41174777242e-5	0
GDH2	PES4	0.00100927733823	0
GDH2	PET117	9.10867679249e-6	0
GDH2	PET122	5.01282296618e-6	0
GDH2	PET9	0	-4.77313006364e-5
GDH2	PEX11	-5.56644235701e-6	0
GDH2	PEX13	-2.04748124859e-8	-3.72298618696e-5
GDH2	PEX18	9.8223872432e-6	0
GDH2	PEX2	-5.41039805186e-6	0
GDH2	PEX29	1.20959131834e-5	0
GDH2	PEX32	4.06784210534e-6	0
GDH2	PFF1	0	-1.77255648272e-5
GDH2	PFK2	8.21376307014e-6	0
GDH2	PGK1	8.07652732942e-6	0
GDH2	PGM2	-2.10761439993e-6	0
GDH2	PGU1	0	-8.83461289541e-5
GDH2	PHM6	-2.38892714371e-6	0
GDH2	PHM7	-2.5489930431e-6	0
GDH2	PHM8	-7.63224426657e-7	0
GDH2	PHO13	0	-5.91433201395e-5
GDH2	PHO3	2.91144319127e-6	0
GDH2	PHO81	9.71434798161e-8	0
GDH2	PHO84	2.78348341577e-5	0
GDH2	PHO86	6.85988085887e-7	0
GDH2	PHO89	-1.0227890689e-4	0
GDH2	PIC2	6.42252525076e-6	0
GDH2	PIL1	2.07220101821e-5	0
GDH2	PIR1	1.15646610409e-5	0
GDH2	PIS1	7.51801087634e-8	0
GDH2	PLB1	2.32411591749e-5	0
GDH2	PLB2	2.05850481604e-5	0
GDH2	PLC1	1.34528939443e-5	0
GDH2	PLM2	-4.14491327818e-5	0
GDH2	PMC1	9.78448598845e-5	0
GDH2	PMI40	-8.45782188067e-6	0
GDH2	PMP1	2.93245383623e-5	0
GDH2	PMP2	2.08104874391e-5	0
GDH2	PMP3	1.92436266619e-5	0
GDH2	PMR1	0	-1.55566148777e-5
GDH2	PMT3	-2.00920273064e-6	0
